ph,Temperature,Solids,Turbidity,Potability
5.519125656,5,12531.60192,3.75899586,0
7.408985467,6,9566.12227,3.772420928,0
5.976769618,-11,27267.98186,2.994671096,0
6.395359132,6,23827.27502,4.191217515,0
6.20964226,6,13116.70771,3.612519615,0
6.762832522,-5,27159.38435,4.916579161,0
9.918717064,-7,21470.27831,3.385508444,0
10.15544017,10,12652.36298,5.00246726,0
8.721726711,-12,28608.05208,2.555026904,0
,-3,17153.30616,4.383921814,0
,12,29721.91163,3.355164642,0
6.099646705,4,20416.841,3.172789769,0
9.02678772,11,27965.07215,2.019042018,0
6.953371603,4,11609.10905,3.651865808,0
6.140877557,13,26687.87448,5.359460295,0
7.077874007,1,23873.37821,4.764508265,0
5.488314309,2,21485.1532,5.066786272,0
7.205559175,-2,24627.86756,3.710053126,0
9.177869866,2,20868.33122,3.108769988,0
4.270716195,5,24405.25053,3.763905903,0
7.348844512,-11,11519.04653,4.880875156,0
8.52616987,-5,11837.12336,5.083014142,0
,-11,36152.8209,3.995973787,0
2.612035915,13,34798.25259,4.76520537,0
8.490571562,-11,22989.79639,3.875556805,0
,8,22539.71161,3.398592587,0
8.858401531,-11,9624.300462,5.525726338,0
6.098156521,-7,27776.90105,3.977362364,0
8.419970682,-12,13237.9896,3.962478314,0
9.286155021,-11,12311.26837,5.23998187,0
7.875895135,2,12710.24945,4.238589203,0
7.725332908,-2,36477.73811,3.724836704,0
3.388090611,-10,20230.12558,2.798600948,0
6.745306715,-8,21871.8387,3.90235259,0
,-14,28062.64189,5.629015636,0
7.183825723,-15,14100.96899,4.597165512,0
10.1119767,3,15331.30269,3.425763242,0
7.397413299,2,8855.114121,3.14915751,0
7.812804388,-1,42550.84182,6.204846359,0
6.877456933,12,27433.58729,3.827650072,0
,6,16367.45837,4.664350321,0
,9,27418.78104,4.197595209,0
7.521051679,10,26865.37374,2.880785347,0
8.550875469,12,28918.41995,3.772886607,0
10.30847766,-2,27653.23518,3.285077052,0
,3,29368.67418,5.052736766,0
7.371085073,-7,24913.83717,4.412589537,0
11.18069466,6,16600.39275,3.809841654,0
6.506487767,-9,17087.0769,3.548775589,0
6.643935775,8,10909.19459,3.812952926,0
5.03377399,-10,34971.80748,3.244948477,0
6.912607562,-2,17973.17886,2.612248953,0
7.977635991,-6,32170.06916,3.5521295,0
6.078335837,-3,35957.79218,4.201580906,0
6.242414484,13,28149.41179,4.508705098,0
6.06335479,-1,14775.1456,3.467336915,0
8.129585514,12,27834.2177,3.362537135,0
9.562405944,-8,13041.82914,3.762719837,0
8.167792632,-14,27141.3629,4.289395484,0
8.594416135,-5,15791.67535,3.568991708,0
,-7,20944.62081,3.679795035,0
6.825467901,1,46140.12685,3.027449578,0
7.861177701,2,25145.02412,4.157656628,0
4.96577356,-7,21802.7449,3.421766849,0
6.207432968,3,13442.60347,3.549298841,0
,14,20067.10533,4.417559791,0
9.769251006,-1,8471.677381,4.636556195,0
9.63066548,12,23641.70257,4.920091158,0
5.187471605,-3,20060.07873,3.203257896,0
7.633570088,-6,16312.15497,2.927066767,0
5.77119905,2,24909.44401,4.688959065,0
6.579969329,0,17657.08418,4.575931872,0
4.801154368,8,13556.7344,4.418638132,0
7.948815718,14,19129.45837,3.692250861,0
6.906992172,13,19991.23915,2.124759352,0
,10,22452.09081,4.444350199,0
,-8,12224.31051,3.463172548,0
8.461330874,3,34406.77645,3.771944146,0
7.726134808,-1,21667.86874,3.720636904,0
,-3,19549.49934,3.777737414,0
8.927078148,-15,22821.25438,4.601860959,0
6.20801554,-6,17358.79637,4.334615732,0
6.128425635,1,9615.83271,4.633823862,0
,-8,11981.74019,2.678910713,0
7.308048848,-4,14600.53952,3.696119712,0
,-12,39906.19027,4.353238589,0
8.640886409,-11,26473.71324,5.263101572,0
,5,20406.92767,4.102529482,0
8.153210075,-1,10280.9295,2.905788134,0
8.29372011,-5,35216.38597,3.954715283,0
,-4,21136.28676,3.310858508,0
,14,26009.07526,3.706601792,0
9.489972878,-11,15513.74038,4.219967522,0
7.830976343,11,7695.063935,4.588784657,0
4.430281212,0,28862.25717,4.384565156,0
7.240739639,8,23783.09956,3.556297467,0
,1,19517.7248,3.665521764,0
6.867301322,-5,24112.15347,3.82359504,0
6.129637015,10,30989.94841,4.615886181,0
7.917049443,7,27192.28056,3.659484625,0
6.511618075,1,29136.81462,4.850433708,0
5.323815584,6,37625.75268,2.880721846,0
6.769572869,-2,11067.18115,5.22054027,0
5.87797404,10,13652.2932,4.032259504,0
9.534021716,-14,9472.61492,2.768238928,0
6.340027628,7,45222.50667,3.686001324,0
8.66159243,11,27088.47646,3.67043101,0
5.653506135,3,16462.46009,5.198985504,0
6.626012184,6,25839.8941,4.194313129,0
7.793833573,-15,18344.68036,4.172935335,0
7.59312765,3,18371.0572,3.377337638,0
7.362736502,8,16268.44861,4.408513182,0
9.320305445,12,16002.13832,4.205809732,0
3.719791644,-11,23590.93213,2.718397734,0
6.655605026,-7,20571.84571,2.951644715,0
9.868877881,13,15326.85591,3.355489791,0
5.590614436,4,35370.73552,4.726845017,0
5.554436511,-10,31344.46039,2.095914087,0
4.126528715,14,11215.9459,4.460200984,0
5.970035657,8,16324.1152,5.428674072,0
,-13,16162.26231,4.600927569,0
8.369154354,-6,12975.90033,3.629749331,0
6.284248242,5,12206.68121,3.377132289,0
11.26782838,12,6040.369868,4.153347001,0
9.298018008,4,13990.5134,3.681324244,0
7.895469246,9,7769.616119,4.2369473,0
7.947485786,-14,34440.77343,3.70085384,0
10.02615916,5,14962.17783,4.182277582,0
6.48819324,8,34864.42789,4.592073571,0
5.869736755,-11,22244.21824,4.689315048,0
,-10,21410.31962,3.659974812,0
5.30414266,-6,25299.51156,4.165723664,0
7.533614823,8,11642.72754,3.462763987,0
4.077607725,-5,18194.95414,2.758658531,0
,14,37928.14218,3.87385335,0
7.086168401,8,4304.492483,3.416539753,0
6.271012171,-14,24846.14187,5.303581361,0
7.957768344,-3,17162.39842,3.450745892,0
8.875642278,2,28487.7086,4.006991559,0
,1,18257.56927,4.358298341,0
6.613709118,-3,25648.5695,3.539771111,0
7.735705022,10,16723.97724,2.148611536,0
9.925041328,3,10704.60318,4.703803489,0
9.00258311,3,19523.12486,4.904837415,0
5.095766465,0,26307.29845,4.35219347,0
8.594677108,-2,23220.12061,4.754072499,0
7.083779061,0,8580.245561,3.887680685,0
7.682872498,-10,12105.72193,3.778606788,0
,7,18272.50597,3.313199022,0
6.419772474,-6,30759.68144,3.095233157,0
4.443238899,3,25008.53225,3.268324836,0
6.978664262,5,23114.44608,4.766943236,0
6.623613566,-1,17167.3013,2.915165951,0
3.664710562,-7,28102.75663,3.316157657,0
4.814135621,-1,17650.40505,5.190851805,0
5.779673705,-6,24160.35432,4.656377233,0
6.937818783,-15,12626.19792,3.724089564,0
7.436782609,-13,28544.61629,3.727663719,0
4.723312573,-14,22833.19204,3.917586695,0
9.380658051,15,15156.78983,4.034349047,0
7.810144933,-4,20418.88993,4.033773709,0
9.436637164,-10,20724.93036,4.41111744,0
9.406325753,-14,27948.58945,3.097277957,0
6.321259315,10,8532.139517,4.501457204,0
,11,17984.32744,3.605154199,0
4.705356496,5,19555.76505,3.437450134,0
8.896418988,12,8870.902966,3.700945733,0
6.581878202,3,37169.4444,4.201662864,0
6.755145902,1,18536.69865,5.162729749,0
9.445129838,17,13168.52916,3.875165247,1
9.024845037,20,19859.67648,3.985250506,1
,19,23403.6373,2.747312999,1
6.80011909,21,39143.40333,3.8549399,1
7.174135163,18,20401.10246,3.939895657,1
7.657991237,24,14245.78912,2.437296288,1
8.322986672,24,28049.64628,4.052135728,1
5.934279093,25,23249.65383,5.217895024,1
9.802720782,19,27357.45674,2.764633881,1
6.101955231,17,15976.92623,3.53559633,1
4.997770601,28,26849.19474,3.404632906,1
4.815766791,25,16392.13507,4.375223811,1
6.548020558,17,25508.38695,3.611860372,1
13.17540172,26,19237.94968,4.10692449,1
6.618010906,28,19598.86074,4.437695749,1
7.788054733,23,29879.06015,3.368757217,1
5.191834327,22,14866.10386,3.859800939,1
5.626339528,19,14442.41888,1.943318777,1
6.869638941,28,21728.8213,4.726702454,1
9.058628424,23,15737.46894,3.65213447,1
7.291888325,19,27784.04848,5.328712788,1
7.275908774,16,22644.76635,5.062297798,1
6.512737124,18,22475.04687,4.612963629,1
7.207886781,21,35804.29261,3.762741072,1
,21,16146.15711,3.772919265,1
5.324941856,18,35344.65805,4.427137926,1
7.082300649,24,29846.71906,3.485577388,1
5.33418358,21,28897.49153,5.091357101,1
10.7618978,21,25999.95367,4.661798516,1
6.286806948,28,13777.37619,4.104863275,1
9.794558699,23,20682.73174,2.945418738,1
8.210443565,20,13933.08536,4.97605516,1
6.941719438,17,20111.82126,4.563183171,1
10.35611883,18,48621.56395,4.201849441,1
7.958984292,21,23625.81389,4.698007916,1
3.882631081,18,7751.809491,3.734001387,1
5.671773833,17,15949.15318,3.833159746,1
10.00330054,27,46113.95749,4.746381859,1
6.552847474,23,34006.42073,4.687986155,1
7.628552723,23,26244.03691,4.182057148,1
4.79084054,22,17862.369,3.258858945,1
7.710959939,16,6552.626314,4.28894682,1
8.291299006,20,20008.13496,3.424701921,1
6.193170101,18,12883.7265,3.466645288,1
9.032660579,22,15618.17025,4.927218272,1
6.139493741,27,8081.466471,3.260906853,1
7.12942473,18,25840.57889,3.418610803,1
,22,21948.32536,4.109590274,1
5.418503763,24,35902.71568,4.506539591,1
8.075494508,18,29483.60185,3.682919645,1
,20,22511.69262,4.081701398,1
10.04967372,22,11557.03204,5.133477823,1
5.667650647,18,16953.89874,3.633213756,1
,20,27776.18026,3.807920062,1
8.923980608,27,27919.77067,4.15558319,1
6.428866313,22,15596.47333,4.184783372,1
6.960603502,20,11348.676,4.978820188,1
5.873675846,18,19216.68309,5.412090885,1
6.79546901,23,15300.83867,5.163088154,1
10.04102797,20,16266.43445,3.807562606,1
,23,44506.44156,4.124780678,1
7.296037734,27,36043.70664,4.168526118,1
,20,29299.12335,3.497577391,1
5.862641233,26,44069.27216,5.50742094,1
7.292141805,26,33991.65157,4.466912564,1
8.062805643,20,11567.88784,4.471842,1
7.82197094,27,23318.18798,3.532958335,1
11.301794,17,39227.61946,3.309580397,1
6.593764313,24,25589.61059,2.346578095,1
9.161088613,28,26618.05964,4.888061137,1
,18,14507.01781,5.922581692,1
4.642953052,28,16115.92986,3.982867293,1
7.798453676,20,32704.56929,4.107267203,1
5.564342491,23,11245.73577,2.285987849,1
7.886591227,21,38852.02964,4.589983508,1
7.443189014,24,13551.95334,2.664832796,1
3.657123133,17,23736.81626,3.31462973,1
9.597191857,27,21153.32283,5.145152871,1
6.964225943,20,29957.19122,3.990437572,1
7.672909523,23,22989.35118,4.268227482,1
6.737004072,28,24694.74421,4.063170289,1
,17,18570.28534,4.135745329,1
5.382489039,25,18189.39498,4.173330283,1
7.022952113,23,15978.35525,4.971907099,1
,28,27355.93431,2.969136099,1
10.02622381,16,25510.0973,3.736228471,1
5.583832998,21,35278.68174,3.870156921,1
7.952929116,28,18621.42492,5.260014766,1
5.500186641,21,21082.85204,4.178478951,1
7.543700466,25,19116.01208,3.630536578,1
6.848331559,23,12837.50606,4.396604556,1
,16,30280.78859,3.779554492,1
5.910251729,22,15244.84639,3.660922908,1
8.716820334,19,11734.44886,3.205128767,1
6.016889136,23,16656.06267,4.422269233,1
9.567822726,20,38787.46271,4.197919055,1
4.296247024,21,19672.48721,4.163328982,1
3.551579177,17,38969.38899,3.96599397,1
8.529669348,23,18203.73003,3.776040837,1
8.065339036,26,21366.2836,3.756391707,1
9.158445163,17,15797.0304,4.525236731,1
8.848586283,24,32033.33202,4.014681858,1
9.495456382,24,18088.35485,4.168541279,1
8.052893916,16,9025.07936,3.634844542,1
2.798549099,18,26931.24348,3.663252222,1
6.425873866,23,11965.39651,3.731936503,1
7.757269666,26,25259.78055,4.165432286,1
7.748654706,23,29331.23663,2.511810493,1
5.117390303,27,30914.11158,3.937188442,1
7.481535362,19,12088.41645,4.262065437,1
5.374222585,21,19410.23376,3.642778438,1
7.063646976,24,17941.81126,3.39586624,1
6.876451043,22,21979.03167,4.545340927,1
4.812433652,18,11465.57564,3.0209959,1
4.993530734,26,13900.77927,3.153809337,1
4.788861062,18,28174.62052,2.896852186,1
4.037287739,23,52318.9173,3.04504857,1
6.505872509,18,29534.69029,4.497528597,1
6.779773967,26,24415.07056,2.729104523,1
6.952511674,24,33737.28852,4.105495485,1
5.628406919,18,28334.49194,5.050683115,1
5.966000489,24,17350.05853,4.177139266,1
6.319431545,25,36278.71831,2.653126688,1
8.02724787,19,7714.746969,3.480640837,1
8.882684452,24,4857.253807,3.827920867,1
5.991283475,23,29983.11601,4.840562301,1
10.27244427,25,18894.85239,3.179884727,1
,28,21626.49759,4.728123985,1
6.105140135,22,45249.44903,3.103089844,1
9.443358884,23,20438.22469,3.486646409,1
6.887414371,24,29189.13672,4.564188355,1
6.512900833,28,25151.41157,4.404040365,1
5.772718095,25,26124.93141,6.494249467,1
4.912557262,25,44063.09842,4.897372508,1
9.739561949,22,13623.16006,2.568079877,1
5.541979019,27,20143.06526,3.672975983,1
,18,42268.3343,3.601735481,1
,27,16263.16747,3.451740047,1
6.448931033,17,13979.16572,3.622195522,1
5.477912295,19,27361.65907,3.774256121,1
8.544708662,28,31429.37903,2.31815248,1
7.378597016,17,9460.322635,3.215219463,1
6.66400305,25,15902.94528,2.227727884,1
6.775582812,23,17968.88278,4.333636278,1
8.736371211,27,24283.65879,3.802116117,1
7.146976296,26,16911.20377,4.025762216,1
,16,9654.733681,5.652222113,1
5.040331692,20,25653.69023,3.603325615,1
,17,21707.49226,4.003819012,1
7.745499128,18,14336.62752,4.043334781,1
6.259651603,18,37356.7464,4.213405262,1
8.59639118,28,14518.9745,3.519884366,1
5.767349597,16,15417.93283,3.896090487,1
7.088940642,20,13839.71343,5.661104287,1
8.029181613,21,19663.46943,4.388551012,1
,23,46931.88429,4.120931424,1
4.725785565,18,20834.29428,3.15633142,1
8.19576536,20,10389.54254,3.218709224,1
6.443753668,21,25740.41259,4.498684931,1
7.039094321,22,28827.36019,4.366031351,1
,36,27345.17429,4.407566169,0
,32,14971.94903,5.110414149,0
6.945224092,35,36438.31088,4.823082014,0
5.742110407,34,26831.61041,3.323069564,0
5.59662785,33,17925.35212,5.235111121,0
7.350378987,37,26736.08557,3.663922184,0
6.262798867,36,31414.52581,4.012517558,0
9.927023723,38,19666.99279,4.051733473,0
5.381407519,36,15371.99994,4.364066935,0
4.961352728,35,22229.23009,3.902837834,0
6.457097525,32,18340.04681,2.637364885,0
6.53936951,37,21230.43141,4.527364378,0
6.252410005,32,23920.25478,2.722908161,0
7.967344823,40,19384.03743,4.069358772,0
,37,37030.70812,4.825792283,0
7.60952119,35,40879.78957,3.145842903,0
6.887863944,39,19947.92418,5.454487652,0
9.879071258,40,14673.67067,4.218831154,0
7.63876177,35,18308.50267,4.496626599,0
6.961891686,40,31101.68428,3.44672846,0
8.060609624,34,15489.32566,3.60090567,0
7.240271791,40,23432.96269,3.832597167,0
7.486779709,36,25396.01178,5.048833995,0
8.410460643,39,27554.34526,2.977359946,0
6.143921454,36,29072.16965,3.476213304,0
6.09617989,37,16314.23338,5.142471132,0
6.384824009,35,39960.29895,4.144998518,0
9.462666017,34,12224.6246,2.850183766,0
7.868147086,39,20434.10574,4.315898406,0
5.873157137,35,21910.76357,5.120887965,0
,35,26004.52888,5.14411422,0
6.529304448,35,28970.08761,3.361088407,0
5.152203722,33,27000.10688,4.689842818,0
7.858662779,39,26703.85347,3.422470521,0
7.704410252,35,22057.37916,3.031364369,0
6.728004386,37,22888.78806,4.410697353,0
10.46450248,38,6700.775054,4.956358408,0
9.11278625,32,20868.62798,4.567087634,0
8.079808358,33,12677.8415,3.611057441,0
7.078659419,40,26177.78951,3.696640141,0
,33,2912.211247,4.093097749,0
8.043889299,38,8896.195118,3.15994937,0
7.040244978,35,20988.42941,3.993409764,0
5.483974109,36,21144.97526,4.063613621,0
8.53440688,35,22372.30327,2.544733701,0
7.266594535,35,14859.05966,3.357439471,0
6.256651148,39,16905.80152,4.181050753,0
7.240351006,39,14462.67431,3.7829719,0
8.692115322,35,2552.962804,2.283475159,0
8.639540978,37,7013.211787,4.192932215,0
7.179864149,37,10859.55375,3.878447314,0
7.163999223,37,34226.07213,3.354322267,0
8.926113143,32,15249.62024,2.752134121,0
6.353110302,33,18409.03732,2.856175487,0
6.681553568,36,26132.21181,2.956748075,0
5.445325981,32,28001.11818,3.946989523,0
7.539881893,38,21575.24522,4.53159367,0
,40,15335.51143,4.482459764,0
4.37047658,35,29542.33817,4.649382034,0
10.31640038,33,10676.50848,3.407349428,0
6.599593819,35,21078.88717,4.702310753,0
4.197583589,37,31292.1277,5.206480177,0
7.920794564,33,13454.63478,3.374326523,0
6.330732765,36,18397.19941,3.940000423,0
,40,23433.90177,5.128346524,0
7.76414261,40,25926.07564,4.105178268,0
8.237142634,34,20015.39811,4.939109441,0
5.679234115,35,35643.18121,2.339572736,0
7.417570368,37,23207.09284,4.671557881,0
4.775983439,35,19185.79188,4.382161619,0
7.86509497,33,14310.6233,4.795025555,0
5.903465715,38,25394.10472,4.587086719,0
7.705711006,36,18476.61917,3.861956077,0
7.815121778,32,20229.10815,3.096163272,0
6.139743032,40,23894.13601,3.841221574,0
5.041405028,35,17342.31408,4.543685761,0
8.675192692,37,15049.5842,4.97857536,0
7.689358004,37,30253.8511,4.978556095,0
8.570129121,39,9782.344284,4.604404561,0
5.671762326,40,17527.71673,3.268693507,0
6.624806428,39,21443.26475,2.840910756,0
6.541007699,34,29616.49287,2.355934229,0
,34,18408.29497,6.739,0
9.241197563,35,21610.5813,5.265728858,0
,38,21318.96169,4.514981624,0
6.340809022,37,15288.21377,5.45860969,0
5.980357227,32,11826.29428,4.247240149,0
7.60597883,39,10930.05567,3.242849929,0
6.427512443,39,25993.71141,6.032994877,0
,36,17909.36578,3.888235227,0
6.109073312,32,26853.94949,4.881101138,0
5.842933081,34,19156.12313,4.143224936,0
5.36754649,35,29009.01082,4.267189591,0
5.345887147,32,22274.36837,2.950360943,0
5.386307352,38,40149.31656,3.662563465,0
9.919478426,35,16544.27559,4.11748804,0
,35,42061.3228,4.328026357,0
7.121458435,39,20574.36426,3.774600526,0
9.418296122,39,8777.686784,4.604633154,0
7.457164758,36,31085.08343,4.106543052,0
5.27222756,38,42210.88524,5.068556189,0
7.29195704,34,21891.67716,4.237643894,0
7.803833221,34,37376.79299,2.907387267,0
6.844350911,38,23608.86224,2.877062813,0
5.608745232,40,19835.98077,4.644211645,0
5.701154645,32,41411.60171,3.403136416,0
5.412762498,38,45510.58432,4.091205593,0
,40,17264.84092,3.912148351,0
5.018132384,34,29072.03812,4.286478967,0
4.552238411,33,25969.21512,3.932804334,0
,35,21417.59361,4.613578722,0
7.025305942,38,23502.8578,5.989542791,0
5.770620969,34,16173.72709,4.240821478,0
8.437875983,32,12856.92869,3.815468994,0
5.907078269,36,41839.45645,4.296479909,0
6.89834133,34,19024.48553,5.371284156,0
10.25273437,37,9651.874826,3.290372492,0
8.206499938,39,18949.97554,4.22512093,0
7.286167388,38,30879.02668,4.686019916,0
8.809296432,33,18140.59427,3.87905374,0
6.641500687,37,27867.48676,4.694311216,0
6.145148361,37,39657.27211,4.600885755,0
5.906441765,39,27296.29404,4.807495942,0
5.38984593,39,19646.23342,3.577674921,0
5.006562979,35,27218.82198,3.665205612,0
6.5036382,36,15000.18777,4.963184434,0
9.606858896,38,18907.64284,4.405351952,0
8.742229882,33,9694.354896,2.842393186,0
8.394397412,33,10603.09802,2.83390143,0
,33,12556.75405,3.257744181,0
3.841205038,40,19988.64926,3.635634543,0
4.301373467,38,26640.07219,3.067626699,0
9.895889213,33,13189.51938,3.813428659,0
4.319440673,40,30565.57839,3.241972101,0
8.313773604,38,11310.95831,4.290071516,0
,39,4784.967879,2.380084227,0
3.410359671,33,49074.73041,3.721765769,0
7.510943342,39,17100.88743,3.342409054,0
6.978290868,33,26189.64706,4.931878079,0
,37,15908.56187,4.380978304,0
7.46072722,40,25222.956,3.949014618,0
,39,18327.43843,4.54358117,0
7.220165553,34,15658.08628,4.398685036,0
8.790851189,38,7850.641892,3.480271755,0
,32,26486.18144,4.148611317,0
,33,29433.42378,5.77661102,0
9.049166054,33,4343.356611,2.814000683,0
9.515140615,32,9082.816175,3.812887661,0
6.14524294,34,20417.26442,4.09093992,0
7.494212047,36,29252.50111,5.492704955,0
7.091885817,36,29091.2071,5.116406585,0
6.624572528,40,14877.28974,4.333720849,0
6.032188903,32,32882.15594,3.423831621,0
6.344095425,33,14973.29736,3.843484016,0
,39,27382.76933,4.10343896,0
7.459144859,34,19436.50354,3.841052038,0
6.361666803,37,25833.85171,3.681765114,0
9.011588754,35,25208.15184,2.897292531,0
7.466213132,38,18261.69494,2.081845657,0
5.739816333,39,15825.44032,2.722571208,0
7.785106673,40,13404.25433,4.904613044,0
7.138586781,37,9727.65317,3.272429761,0
8.805177745,39,4728.650671,5.176205069,0
8.003031485,32,15007.27268,3.137551206,0
7.157337864,33,23718.55201,5.183622115,0
6.427365144,37,20920.25156,3.568823153,0
6.124672271,34,27951.61307,3.631006709,0
8.457901037,38,16061.5901,4.914276095,0
5.772197394,40,27840.69421,3.078985839,0
,39,11562.43551,4.589161805,0
6.760790523,37,19089.94856,4.905490433,0
7.895045662,39,10465.2616,3.084431233,0
8.576739928,34,24897.2866,3.916114733,0
5.596729818,38,44652.36387,3.826158191,0
8.145632374,38,31350.27577,4.307547519,0
6.665495068,32,25319.91387,3.928495392,0
6.499067998,33,23734.84621,4.355880125,0
9.735889388,37,10897.15029,5.573210319,0
9.268281895,38,14333.53802,5.255703382,0
,37,17705.60862,3.9991255,0
10.0596421,40,5232.913254,3.81878876,0
6.475885399,40,16532.82882,4.306112971,0
6.096128348,38,16932.5771,2.956447478,0
6.297845634,32,21022.83503,1.680554025,0
5.284096687,38,26532.73725,4.800963142,0
8.26994471,34,11889.21775,3.076479932,0
6.03956779,38,39489.00974,4.206835504,0
6.243279004,32,19605.02957,3.472839213,0
8.214099764,39,12819.87544,3.38186391,0
,37,39742.97033,3.916745527,0
,39,27071.11862,4.284878629,0
,40,28135.07684,3.569570266,0
9.836030547,32,16103.36055,4.219118008,0
8.719764332,32,30681.12026,2.887725422,0
7.009601694,34,18628.69683,3.121944851,0
6.492638846,37,14625.56136,4.667770161,0
7.814524321,35,17516.69936,2.901699556,0
9.652562935,33,8508.15373,3.192569799,0
8.00754122,36,8864.68648,5.25017306,0
,37,17561.27284,3.716659341,0
,32,33798.10896,3.845127166,0
7.386837696,40,29122.697,4.816705216,0
5.497580321,38,29493.42297,5.060114929,0
6.057828114,40,44868.45837,3.292249267,0
,32,23879.22676,4.235174415,0
6.268953337,35,24769.51139,4.674495973,0
,39,20661.41106,4.969149725,0
6.284984822,40,29213.62039,5.703287743,0
9.043095632,36,8273.591971,4.008499341,0
8.523062079,40,24207.29803,5.112376365,0
,36,19998.85902,4.183319911,0
,38,30630.75994,2.913048443,0
4.02905271,40,42327.16802,4.179656267,0
6.412707042,38,32333.84154,5.014144884,0
6.27629499,34,28653.47234,4.342759277,0
7.648877928,33,22510.97507,4.953533863,0
5.548181849,36,39997.7837,3.945460484,0
,32,17870.31525,2.604959925,0
7.468617019,39,36701.97435,3.384178841,0
,39,21051.36538,3.764703594,0
7.918150471,33,23823.49289,4.028958007,0
,34,10830.80125,4.266775395,0
,36,14579.82207,4.161749271,0
5.433242117,39,31157.11017,3.675717673,0
8.33951161,37,21295.74988,4.827704247,0
6.715719088,40,19966.7447,2.443008006,0
6.09801209,32,39352.77584,4.590616741,0
6.576845323,37,12772.09575,3.771313518,0
4.68109876,33,38748.41135,4.125750333,0
8.15121531,40,13699.68071,3.523980506,0
,39,13584.49034,2.364558912,0
,36,27319.56903,5.666547311,0
5.669689566,34,20081.53795,3.592133424,0
6.6249436,38,16360.5663,3.546696372,0
8.273643584,40,11120.70105,3.331583735,0
,36,25717.93618,4.306218231,0
,33,11954.70073,3.282061393,0
10.50966863,35,16786.92541,3.505078834,0
5.171434094,34,44612.75136,2.949431503,0
6.9641983,36,27408.49933,2.395683182,0
6.548796521,39,13584.90025,4.197305125,0
6.555439264,37,15405.49648,3.79204017,0
